item_id,item_name,category,household_id,timestamp,quantity_consumed,unit,day_of_week,is_weekend,month,season,is_holiday
ITM005,Ice Cream,Frozen,HH015,2026-06-28,0.36,tubs,6,1,6,summer,0
ITM005,Ice Cream,Frozen,HH016,2026-01-03,0.22,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH016,2026-01-08,0.09,tubs,3,0,1,winter,0
ITM005,Ice Cream,Frozen,HH016,2026-01-17,0.09,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH016,2026-01-29,0.11,tubs,3,0,1,winter,0
ITM005,Ice Cream,Frozen,HH016,2026-01-31,0.16,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH016,2026-02-05,0.09,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH016,2026-02-12,0.11,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH016,2026-02-20,0.14,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH016,2026-02-21,0.21,tubs,5,1,2,winter,0
ITM005,Ice Cream,Frozen,HH016,2026-03-07,0.22,tubs,5,1,3,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-03-08,0.3,tubs,6,1,3,spring,1
ITM005,Ice Cream,Frozen,HH016,2026-03-14,0.19,tubs,5,1,3,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-03-15,0.12,tubs,6,1,3,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-03-17,0.16,tubs,1,0,3,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-03-19,0.1,tubs,3,0,3,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-03-22,0.19,tubs,6,1,3,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-03-24,0.08,tubs,1,0,3,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-03-27,0.08,tubs,4,0,3,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-03-29,0.18,tubs,6,1,3,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-04-09,0.11,tubs,3,0,4,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-04-23,0.12,tubs,3,0,4,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-04-24,0.19,tubs,4,0,4,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-04-27,0.13,tubs,0,0,4,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-04-30,0.1,tubs,3,0,4,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-05-03,0.14,tubs,6,1,5,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-05-15,0.12,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-05-26,0.11,tubs,1,0,5,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-05-28,0.14,tubs,3,0,5,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-05-29,0.11,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH016,2026-06-01,0.29,tubs,0,0,6,summer,0
ITM005,Ice Cream,Frozen,HH016,2026-06-09,0.38,tubs,1,0,6,summer,0
ITM005,Ice Cream,Frozen,HH016,2026-06-10,0.29,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH016,2026-06-15,0.23,tubs,0,0,6,summer,0
ITM005,Ice Cream,Frozen,HH016,2026-06-17,0.26,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH016,2026-06-22,0.29,tubs,0,0,6,summer,0
ITM005,Ice Cream,Frozen,HH016,2026-06-27,0.32,tubs,5,1,6,summer,0
ITM005,Ice Cream,Frozen,HH016,2026-06-28,0.38,tubs,6,1,6,summer,0
ITM005,Ice Cream,Frozen,HH016,2026-06-29,0.34,tubs,0,0,6,summer,0
ITM005,Ice Cream,Frozen,HH017,2026-01-06,0.15,tubs,1,0,1,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-01-08,0.1,tubs,3,0,1,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-01-13,0.18,tubs,1,0,1,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-01-14,0.14,tubs,2,0,1,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-01-16,0.17,tubs,4,0,1,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-01-24,0.17,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-01,0.25,tubs,6,1,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-04,0.1,tubs,2,0,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-05,0.14,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-07,0.24,tubs,5,1,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-09,0.13,tubs,0,0,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-12,0.16,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-13,0.15,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-19,0.18,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-22,0.24,tubs,6,1,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-02-28,0.26,tubs,5,1,2,winter,0
ITM005,Ice Cream,Frozen,HH017,2026-03-02,0.16,tubs,0,0,3,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-03-05,0.16,tubs,3,0,3,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-03-16,0.17,tubs,0,0,3,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-03-20,0.13,tubs,4,0,3,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-03-24,0.15,tubs,1,0,3,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-03-28,0.17,tubs,5,1,3,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-04-07,0.14,tubs,1,0,4,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-04-08,0.14,tubs,2,0,4,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-04-13,0.17,tubs,0,0,4,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-04-17,0.15,tubs,4,0,4,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-04-21,0.19,tubs,1,0,4,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-05-05,0.12,tubs,1,0,5,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-05-08,0.15,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-05-16,0.2,tubs,5,1,5,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-05-20,0.12,tubs,2,0,5,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-05-24,0.22,tubs,6,1,5,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-05-25,0.16,tubs,0,0,5,spring,0
ITM005,Ice Cream,Frozen,HH017,2026-06-02,0.32,tubs,1,0,6,summer,0
ITM005,Ice Cream,Frozen,HH017,2026-06-05,0.47,tubs,4,0,6,summer,0
ITM005,Ice Cream,Frozen,HH017,2026-06-06,0.66,tubs,5,1,6,summer,1
ITM005,Ice Cream,Frozen,HH017,2026-06-10,0.44,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH017,2026-06-17,0.3,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH017,2026-06-18,0.28,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH017,2026-06-22,0.23,tubs,0,0,6,summer,0
ITM005,Ice Cream,Frozen,HH017,2026-06-24,0.39,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH017,2026-06-25,0.48,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH017,2026-06-27,0.53,tubs,5,1,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-01-03,0.23,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-05,0.2,tubs,0,0,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-08,0.18,tubs,3,0,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-13,0.15,tubs,1,0,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-14,0.16,tubs,2,0,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-18,0.19,tubs,6,1,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-19,0.15,tubs,0,0,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-21,0.13,tubs,2,0,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-23,0.16,tubs,4,0,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-26,0.25,tubs,0,0,1,winter,1
ITM005,Ice Cream,Frozen,HH018,2026-01-28,0.18,tubs,2,0,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-01-31,0.22,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-02-06,0.24,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-02-08,0.31,tubs,6,1,2,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-02-10,0.19,tubs,1,0,2,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-02-13,0.19,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-02-19,0.17,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-02-22,0.18,tubs,6,1,2,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-02-25,0.13,tubs,2,0,2,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-02-27,0.19,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH018,2026-03-12,0.23,tubs,3,0,3,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-03-28,0.27,tubs,5,1,3,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-04-03,0.14,tubs,4,0,4,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-04-04,0.22,tubs,5,1,4,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-04-16,0.14,tubs,3,0,4,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-04-18,0.21,tubs,5,1,4,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-04-24,0.21,tubs,4,0,4,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-04-25,0.19,tubs,5,1,4,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-04-27,0.16,tubs,0,0,4,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-05-02,0.27,tubs,5,1,5,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-05-08,0.15,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-05-15,0.13,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-05-22,0.15,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-05-25,0.14,tubs,0,0,5,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-05-26,0.14,tubs,1,0,5,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-05-31,0.24,tubs,6,1,5,spring,0
ITM005,Ice Cream,Frozen,HH018,2026-06-01,0.45,tubs,0,0,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-06-03,0.38,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-06-04,0.34,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-06-08,0.37,tubs,0,0,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-06-11,0.44,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-06-20,0.37,tubs,5,1,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-06-23,0.41,tubs,1,0,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-06-26,0.25,tubs,4,0,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-06-27,0.59,tubs,5,1,6,summer,0
ITM005,Ice Cream,Frozen,HH018,2026-06-29,0.44,tubs,0,0,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-01-02,0.19,tubs,4,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-06,0.19,tubs,1,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-07,0.13,tubs,2,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-09,0.19,tubs,4,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-10,0.24,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-12,0.16,tubs,0,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-13,0.18,tubs,1,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-14,0.22,tubs,2,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-17,0.24,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-18,0.17,tubs,6,1,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-19,0.16,tubs,0,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-20,0.19,tubs,1,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-24,0.3,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-25,0.33,tubs,6,1,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-27,0.24,tubs,1,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-28,0.16,tubs,2,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-30,0.2,tubs,4,0,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-01-31,0.22,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-02,0.21,tubs,0,0,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-06,0.21,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-10,0.23,tubs,1,0,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-11,0.17,tubs,2,0,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-12,0.14,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-15,0.27,tubs,6,1,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-20,0.16,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-22,0.34,tubs,6,1,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-23,0.21,tubs,0,0,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-02-26,0.19,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH019,2026-03-01,0.42,tubs,6,1,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-03-04,0.23,tubs,2,0,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-03-09,0.18,tubs,0,0,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-03-12,0.22,tubs,3,0,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-03-15,0.3,tubs,6,1,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-03-19,0.2,tubs,3,0,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-03-21,0.28,tubs,5,1,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-03-25,0.17,tubs,2,0,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-03-26,0.26,tubs,3,0,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-03-29,0.26,tubs,6,1,3,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-04-04,0.27,tubs,5,1,4,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-04-15,0.15,tubs,2,0,4,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-04-17,0.19,tubs,4,0,4,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-04-21,0.14,tubs,1,0,4,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-04-30,0.12,tubs,3,0,4,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-05-02,0.24,tubs,5,1,5,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-05-06,0.19,tubs,2,0,5,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-05-09,0.27,tubs,5,1,5,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-05-12,0.19,tubs,1,0,5,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-05-22,0.18,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-05-26,0.2,tubs,1,0,5,spring,0
ITM005,Ice Cream,Frozen,HH019,2026-06-03,0.39,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-06-04,0.42,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-06-06,0.73,tubs,5,1,6,summer,1
ITM005,Ice Cream,Frozen,HH019,2026-06-07,0.62,tubs,6,1,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-06-11,0.46,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-06-13,0.78,tubs,5,1,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-06-14,0.73,tubs,6,1,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-06-16,0.52,tubs,1,0,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-06-17,0.54,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-06-18,0.4,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH019,2026-06-25,0.48,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-01-01,0.19,tubs,3,0,1,winter,1
ITM005,Ice Cream,Frozen,HH020,2026-01-02,0.1,tubs,4,0,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-04,0.1,tubs,6,1,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-08,0.11,tubs,3,0,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-12,0.11,tubs,0,0,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-17,0.14,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-18,0.09,tubs,6,1,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-19,0.12,tubs,0,0,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-24,0.12,tubs,5,1,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-27,0.1,tubs,1,0,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-28,0.07,tubs,2,0,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-01-29,0.15,tubs,3,0,1,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-02-03,0.07,tubs,1,0,2,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-02-12,0.12,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-02-13,0.14,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-02-17,0.09,tubs,1,0,2,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-02-19,0.09,tubs,3,0,2,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-02-20,0.1,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-02-22,0.19,tubs,6,1,2,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-02-27,0.06,tubs,4,0,2,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-02-28,0.13,tubs,5,1,2,winter,0
ITM005,Ice Cream,Frozen,HH020,2026-03-06,0.11,tubs,4,0,3,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-03-09,0.11,tubs,0,0,3,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-03-10,0.1,tubs,1,0,3,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-03-18,0.09,tubs,2,0,3,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-03-23,0.1,tubs,0,0,3,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-03-27,0.12,tubs,4,0,3,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-03-29,0.15,tubs,6,1,3,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-04-04,0.13,tubs,5,1,4,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-04-06,0.1,tubs,0,0,4,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-04-08,0.1,tubs,2,0,4,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-04-21,0.09,tubs,1,0,4,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-04-22,0.11,tubs,2,0,4,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-04,0.08,tubs,0,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-08,0.07,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-11,0.1,tubs,0,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-13,0.14,tubs,2,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-15,0.08,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-18,0.07,tubs,0,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-21,0.1,tubs,3,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-22,0.15,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-24,0.11,tubs,6,1,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-26,0.09,tubs,1,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-27,0.06,tubs,2,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-05-29,0.1,tubs,4,0,5,spring,0
ITM005,Ice Cream,Frozen,HH020,2026-06-02,0.24,tubs,1,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-03,0.31,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-04,0.23,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-09,0.28,tubs,1,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-10,0.18,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-14,0.31,tubs,6,1,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-16,0.27,tubs,1,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-17,0.21,tubs,2,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-18,0.23,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-19,0.18,tubs,4,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-21,0.29,tubs,6,1,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-22,0.24,tubs,0,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-25,0.25,tubs,3,0,6,summer,0
ITM005,Ice Cream,Frozen,HH020,2026-06-28,0.25,tubs,6,1,6,summer,0
ITM006,Chicken Breast,Meat,HH001,2026-01-06,0.27,kg,1,0,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-08,0.2,kg,3,0,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-09,0.27,kg,4,0,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-10,0.37,kg,5,1,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-11,0.32,kg,6,1,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-15,0.28,kg,3,0,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-18,0.41,kg,6,1,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-25,0.28,kg,6,1,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-27,0.25,kg,1,0,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-30,0.25,kg,4,0,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-01-31,0.35,kg,5,1,1,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-02-01,0.42,kg,6,1,2,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-02-06,0.28,kg,4,0,2,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-02-09,0.3,kg,0,0,2,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-02-19,0.22,kg,3,0,2,winter,0
ITM006,Chicken Breast,Meat,HH001,2026-03-03,0.26,kg,1,0,3,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-03-08,0.63,kg,6,1,3,spring,1
ITM006,Chicken Breast,Meat,HH001,2026-03-10,0.26,kg,1,0,3,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-03-16,0.28,kg,0,0,3,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-03-19,0.27,kg,3,0,3,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-03-21,0.31,kg,5,1,3,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-03-24,0.24,kg,1,0,3,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-03-25,0.22,kg,2,0,3,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-03-30,0.25,kg,0,0,3,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-04-23,0.24,kg,3,0,4,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-04-24,0.24,kg,4,0,4,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-04-30,0.35,kg,3,0,4,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-05-02,0.36,kg,5,1,5,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-05-09,0.38,kg,5,1,5,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-05-15,0.32,kg,4,0,5,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-05-20,0.2,kg,2,0,5,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-05-26,0.29,kg,1,0,5,spring,0
ITM006,Chicken Breast,Meat,HH001,2026-06-03,0.28,kg,2,0,6,summer,0
ITM006,Chicken Breast,Meat,HH001,2026-06-04,0.21,kg,3,0,6,summer,0
ITM006,Chicken Breast,Meat,HH001,2026-06-10,0.26,kg,2,0,6,summer,0
ITM006,Chicken Breast,Meat,HH001,2026-06-14,0.32,kg,6,1,6,summer,0
ITM006,Chicken Breast,Meat,HH001,2026-06-17,0.31,kg,2,0,6,summer,0
ITM006,Chicken Breast,Meat,HH001,2026-06-25,0.25,kg,3,0,6,summer,0
ITM006,Chicken Breast,Meat,HH001,2026-06-26,0.22,kg,4,0,6,summer,0
ITM006,Chicken Breast,Meat,HH002,2026-01-01,0.48,kg,3,0,1,winter,1
ITM006,Chicken Breast,Meat,HH002,2026-01-04,0.42,kg,6,1,1,winter,0
ITM006,Chicken Breast,Meat,HH002,2026-01-15,0.33,kg,3,0,1,winter,0
ITM006,Chicken Breast,Meat,HH002,2026-01-29,0.32,kg,3,0,1,winter,0
ITM006,Chicken Breast,Meat,HH002,2026-01-30,0.25,kg,4,0,1,winter,0
ITM006,Chicken Breast,Meat,HH002,2026-02-01,0.44,kg,6,1,2,winter,0
ITM006,Chicken Breast,Meat,HH002,2026-02-04,0.3,kg,2,0,2,winter,0
ITM006,Chicken Breast,Meat,HH002,2026-02-05,0.25,kg,3,0,2,winter,0
ITM006,Chicken Breast,Meat,HH002,2026-02-10,0.26,kg,1,0,2,winter,0
ITM006,Chicken Breast,Meat,HH002,2026-02-11,0.36,kg,2,0,2,winter,0
ITM006,Chicken Breast,Meat,HH002,2026-02-13,0.32,kg,4,0,2,winter,0
